type,title,micro_summary,summary,tags,access_mode,url
general_services_maps_contact,מדיניות פרטיות,מדיניות פרטיות,אמנת מדיניות פרטיות – אתר האינטרנט של אוניברסיטת בן-גוריון בנגב אמנת מדיניות פרטיות – אתר האינטרנט של אוניברסיטת בן-גוריון בנגב בכל שאלה בנוגע למדיניות הפרטיות של אתר…,שירותים כלליים,public,https://bgu.ac.il/general/privacy
general_services_maps_contact,מפות ודרכי הגעה - אוניברסיטת בן-גוריון בנגב,מפות ודרכי הגעה - אוניברסיטת בן-גוריון בנגב,"מפות ודרכי הגעה מפת הקמפוס ע""ש משפחת מרקוס בבאר-שבע מפת הקמפוס למפת הקמפוס המפורטת (PDF) הקמפוס ע""ש​ משפחת מרקוס, באר-שבע דרכי הגעה: לאוניברסיטת בן-גוריון בנגב, הקרייה…","שירותים כלליים, מפות",public,https://bgu.ac.il/general/maps
housing_dorms,"דיור, מעונות ומתחמי המגורים באוניברסיטת בן-גוריון בנגב",,"דיור ומעונות דיור ומעונות מתחמי המגורים עוצבו ותוכננו כך שיענו על כלל צרכיהם הייחודיים של הסטודנטים והסטודנטיות, תוך שימת דגש על אווירה סטודנטיאלית לצד חיי חברה וקהילה…","מעונות, דיור",public,https://bgu.ac.il/housing
housing_dorms,דירות אירוח לטווח ארוך באוניברסיטת בן-גוריון בנגב,דירות אירוח לטווח ארוך באוניברסיטת בן-גוריון בנגב,דיור ומעונות דירות אירוח לטווח ארוך דירות אירוח לטווח ארוך מיועדות לאורחי האוניברסיטה המגיעים לתקופה של חודשיים ויותר | טופס רישום כתובת הדירה רחוב אלכסנדר ינאי 4 פינת…,"מעונות, דיור",public,https://bgu.ac.il/housing/beer-sheva/guest-rooms
housing_dorms,החיים במעונות: הרבה יותר מדירה ליד הקמפוס,החיים במעונות: הרבה יותר מדירה ליד הקמפוס,למועמדים ולמועמדות הבלוג כל מה שצריך לדעת לקראת הלימודים באוניברסיטה החיים במעונות: הרבה יותר מדירה ליד הקמפוס החיים במעונות: הרבה יותר מדירה ליד הקמפוס 05,מעונות,public,https://bgu.ac.il/welcome/blog/articles/life-in-the-dorms
housing_dorms,הנחיות לקראת זיכוי דירה- מעונות הסטודנטים - קמפוס אילת,הנחיות לקראת זיכוי דירה- מעונות הסטודנטים - קמפוס אילת,דיור ומעונות הנחיות לקראת זיכוי דירה הנחיות לקראת זיכוי דירה נקה ושטוף את החדר והדירה | במידה ונעשו חורים בקיר הקפד לסתום אותם (חומר תיקון ניתן לקבל אצל אב הבית),"מעונות, דיור",public,https://bgu.ac.il/housing/standards/checkout_eilat
housing_dorms,כפר הסטודנטים של אוניברסיטת בן-גוריון בנגב,כפר הסטודנטים של אוניברסיטת בן-גוריון בנגב,דיור ומעונות כפר הסטודנטים כפר הסטודנטים חשבת שהחיים הסטודנטיאליים באוניברסיטת בן-גוריון בנגב הם משהו מיוחד | ​ העלינו אותם לרמה אחרת לגמרי,"מעונות, הרשמה, דיור",public,https://bgu.ac.il/housing/beer-sheva/student-village
housing_dorms,מגורי מחקר | לתלמידי ותלמידות המחקר בבן-גוריון | קמפוס באר שבע,מגורי מחקר | לתלמידי ותלמידות המחקר בבן-גוריון | קמפוס באר ש,דיור ומעונות מגורי תלמידות ותלמידי מחקר מגורי תלמידות ותלמידי מחקר חויית מגורים בסביבה איכותית וקרובה לאוניברסיטה שמבטיחה שילוב אופטימאלי של בניית הקריירה האקדמית במקביל…,"מעונות, דיור, קריירה, מחקר",public,https://bgu.ac.il/housing/sde-boker/bs-dorms-research
housing_dorms,מגורי תלמידי.ות מחקר - קמפוס באר שבע,מגורי תלמידי.ות מחקר - קמפוס באר שבע,דיור ומעונות מגורי תלמידות ותלמידי מחקר מגורי תלמידות ותלמידי מחקר חווית מגורים בסביבה איכותית וקרובה לאוניברסיטה שמבטיחה שילוב אופטימאלי של בניית הקריירה האקדמית במקביל…,"מעונות, דיור, קריירה, מחקר",public,https://bgu.ac.il/housing/beer-sheva/bs-dorms-research
housing_dorms,מדריך למגורים בבאר-שבע,מדריך למגורים בבאר-שבע,למועמדים ולמועמדות הבלוג כל מה שצריך לדעת לקראת הלימודים באוניברסיטה מדריך למגורים בבאר-שבע מדריך למגורים בבאר-שבע אחת החוויות הייחודיות ביותר ללימודים באוניברסיטת…,מעונות,public,https://bgu.ac.il/welcome/blog/articles/beer-sheva-student-housing-guide
housing_dorms,מועדי רישום למתחמי המגורים והמעונות של אוניברסיטת בן-גוריון בנגב,מועדי רישום למתחמי המגורים והמעונות של אוניברסיטת בן-גוריון ,"דיור ומעונות מועדי הרשמה לשנת תשפ""ו מועדי הרשמה לשנת תשפ""ו ​​​​​מתי נפתחת ההרשמה למעונות ומתחמי המגורים השונים באוניברסיטת בן-גוריון בנגב בשנת הלימודים תשפ""ו קמפוס…","מעונות, הרשמה, דיור",public,https://bgu.ac.il/housing/standards/registration-dates
housing_dorms,מידע ושירותים במלונית,מידע ושירותים במלונית,"דיור ומעונות מידע ושירותים במלונית קבלת חדרים צ'ק אין החל מהשעה 14:00, צ'ק אאוט עד השעה 11:00 בבוקר שירותי חניה חניה חינם- במתחם קיימת חניה משולטת המיועדת ללא תשלום עבור…","מעונות, תשלומים, דיור",login_required,https://bgu.ac.il/housing/standards/u-tel-regoulation-and-administration
housing_dorms,"מידע נוסף לקראת שנת הלימודים תשפ""ד","מידע נוסף לקראת שנת הלימודים תשפ""ד","דיור ומעונות מידע נוסף לקראת שנת הלימודים תשפ""ד מידע נוסף לקראת שנת הלימודים תשפ""ד ההרשמה למעונות לשנת תשפ""ד תפתח ב 01 | 23 הרשמה למעונות ההרשמה למעונות לשנת תשפ""ד תפתח…","מעונות, הרשמה, דיור",public,https://bgu.ac.il/housing/standards/info_eilat_2023
housing_dorms,מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל,מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל,למועמדים ולמועמדות מתחם המלגות מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל ההרשמה פתוחה כל השנה הוספה…,"מעונות, מלגות, מילואים, הרשמה",public,https://bgu.ac.il/welcome/ba/scholarship-lobby/reserve-housing
housing_dorms,מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל,מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל,למועמדים ולמועמדות מתחם המלגות מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל מלגת מעונות למשרתי ומשרתות מילואים במלחמת חרבות ברזל ההרשמה פתוחה כל השנה הוספה…,"מעונות, מלגות, מילואים, הרשמה",public,https://bgu.ac.il/welcome/scholarship/dorms-scholarship
housing_dorms,מלונית U-Tel בכפר הסטודנטים,מלונית U-Tel בכפר הסטודנטים,"דיור ומעונות מלונית U-Tel בכפר הסטודנטים מלונית U-Tel בכפר הסטודנטים מלונית האוניברסיטה, המיועדת לחברות ולחברי סגל האוניברסיטה ולאורחיה | ריהוט מלא דירה מלאה עם כל מה…","מעונות, דיור, סגל",public,https://bgu.ac.il/housing/beer-sheva/u-tel
housing_dorms,מעונות ד' - קמפוס באר שבע,מעונות ד' - קמפוס באר שבע,דיור ומעונות מעונות ד' מעונות ד' לחווית הקמפוס המלאה | עם פחות דאגות ויותר נוחות,"מעונות, הרשמה, דיור",public,https://bgu.ac.il/housing/beer-sheva/bs-dorms-daled
housing_dorms,מעונות הסטודנטים בקמפוס אילת - אוניברסיטת בן-גוריון,מעונות הסטודנטים בקמפוס אילת - אוניברסיטת בן-גוריון,"דיור ומעונות מעונות קמפוס אילת מעונות קמפוס אילת מתחם המגורים עוצב ותוכנן כך שיענה על כלל צרכיהם הייחודים של הסטודנטים והסטודנטיות, תוך שימת דגש על אווירה סטודנטיאלית…","מעונות, הרשמה, דיור",public,https://bgu.ac.il/housing/eillat/eilat-dorms
housing_dorms,מרכז הייעוץ וההכוון – מידע על הרשמה וקבלה | אוניברסיטת בן-גוריון בנגב,מרכז הייעוץ וההכוון – מידע על הרשמה וקבלה | אוניברסיטת בן-גו,למועמדים ולמועמדות מרכז הייעוץ וההכוון ללימודים - מידע על רישום וקבלה מרכז הייעוץ וההכוון ללימודים - מידע על רישום וקבלה ​​​​​צוות מרכז הייעוץ וההכוון כאן בשביל לעזור לך…,"מעונות, הרשמה",public,https://bgu.ac.il/welcome/contents/admissions-advisor
housing_dorms,נהלי דירות האירוח של אוניברסיטת בן-גוריון,נהלי דירות האירוח של אוניברסיטת בן-גוריון,דיור ומעונות נהלי דירות האירוח של אוניברסיטת בן-גוריון נהלי דירות האירוח של אוניברסיטת בן-גוריון נוהלי הזמנה ותשלום: יש למלא את טופס הרישום לדירות האירוח ולשלוח למייל…,"מעונות, תשלומים, דיור, אישורים",login_required,https://bgu.ac.il/housing/standards/guest-room-info
housing_dorms,נוהלי הזמנה ורישום לדירות האירוח,נוהלי הזמנה ורישום לדירות האירוח,דיור ומעונות נוהלי הזמנה ורישום לדירות האירוח נוהלי הזמנה ורישום לדירות האירוח יש למלא את הטופס המצורף ולשלוח למייל - megurim@bgu | il טופס הרשמה -> תשלומים דייר שפרטיו…,"מעונות, תשלומים, הרשמה, דיור",public,https://bgu.ac.il/housing/standards/registration-guest-apartments
housing_dorms,נוהלי הזמנה ותשלום לU-Tel,נוהלי הזמנה ותשלום לU-Tel,"דיור ומעונות נוהלי הזמנה ותשלום לU-Tel: נוהלי הזמנה ותשלום לU-Tel: כל מה שצריך לדעת כדי לשריין חדר אצלנו לטובת שריון חדר, נא מלא טופס הזמנה ולאחר האישור יש להסדיר את…","מעונות, תשלומים, דיור, אישורים",public,https://bgu.ac.il/housing/standards/u-tel-t-terms
housing_dorms,עוד קצת עלינו,עוד קצת עלינו,"דיור ומעונות עוד קצת עלינו עוד קצת עלינו סביבת המעונות וההווי החברתי המעונות ממוקמים כ-5 דקות הליכה מהקמפוס | בקרבת המעונות ישנם מתחמי בילוי, סופר, מרכז הספורט של…","מעונות, דיור",public,https://bgu.ac.il/housing/standards/more-information
housing_dorms,תהליך טיפול בבקשה,תהליך טיפול בבקשה,דיור ומעונות תהליך טיפול בבקשה תהליך טיפול בבקשה תהליך טיפול בבקשה קליטת בקשת הסיוע והזנת הנתונים: החלטות לבקשה: תשובה חיובית או תשובה שלילית | התשובות מתפרסמות בשירות…,"מעונות, תשלומים, דיור",public,https://bgu.ac.il/housing/standards/request-prosess-housing
library_research_tools,אוניברסיטת בן-גוריון בנגב: מדע פורץ דרך מהנגב לישראל ולעולם,מדע פורץ דרך מהנגב לישראל ולעולם,"לגלות עוד תוכניות לימודים מחקר וחדשנות מעורבות חברתית ההרשמה לתשפ""ז בעיצומה בקרו באתר החדש של הספרייה המרכזית ע""ש זלמן ארן יריד תעסוקה בן-גוריוני 07 | 2026 דיתי…","ספרייה, הרשמה, קריירה, מחקר",public,https://bgu.ac.il/
library_research_tools,"הארכיון לתולדות ההתיישבות בנגב ע""ש דוד טוביהו","הארכיון לתולדות ההתיישבות בנגב ע""ש דוד טוביהו","הספרייה המרכזית ע""ש זלמן ארן הארכיון לתולדות ההתיישבות בנגב ע""ש דוד טוביהו הארכיון לתולדות ההתיישבות בנגב ע""ש דוד טוביהו ארכיון הנגב ע""ש דוד טוביהו מתעד את באר שבע והנגב…",ספרייה,public,https://bgu.ac.il/u/library/aranne/tuviyahu
library_research_tools,"הספרייה המרכזית ע""ש זלמן ארן","הספרייה המרכזית ע""ש זלמן ארן","הספרייה המרכזית ע""ש ארן הספרייה מאחלת הצלחה בלימודים ובמחקר שתהיה שנה פורייה ושקטה | ) כניסה לאזור אישי הספרייה פתוחה: ימים א'-ה' 8:30-21:45 שירותי הספרייה שעות פתיחה…","ספרייה, תשלומים, מחקר",public,https://bgu.ac.il/u/library/aranne
library_research_tools,"כל האירועים - הספרייה המרכזית ע""ש זלמן ארן","כל האירועים - הספרייה המרכזית ע""ש זלמן ארן","הספרייה המרכזית ע""ש זלמן ארן אירועי הספרייה אירועי הספרייה סוג אירוע תחום עניין קמפוס כניסה חופשית אירוע מקוון 19 מאי 26 יום ג׳, ג' בסיוון כניסה חופשית שיתוף בימת…",ספרייה,public,https://bgu.ac.il/u/library/aranne/events
library_research_tools,ספריית קמפוס אילת,ספריית קמפוס אילת,קמפוס אילת ספריית קמפוס אילת ספריית קמפוס אילת מידע כללי על ספריית קמפוס אילת בספרייה של אוניבר​סיטת בן-גוריון בנגב - קמפוס אילת יש אוסף של ספרים וכתבי עת בנושאים שונים…,ספרייה,login_required,https://bgu.ac.il/u/campus/eilat/library-eilat
miluim_emergency,מסך הזדהות,מסך הזדהות,חרבות ברזל שם משתמש סיסמה מספר זהות כניסה שכחתי ססמה הצהרת נגישות הצהרת פרטיות,"מילואים, מערכת",login_required,https://bgu4u22.bgu.ac.il/apex/f?p=2004%3A101
research_centers_innovation,חוקרים וחדשנות | ממחקר פורץ דרך לסטארטאפ במרכז יזמות 360°,חוקרים וחדשנות | ממחקר פורץ דרך לסטארטאפ במרכז יזמות 360°,סטודנטים וסטודנטיות חוקרים וחוקרות אקוסיסטם היזמות בנגב קצת עלינו התוכניות שלנו Students Think Innovation קרן קקטוס קפיטל LEADERS Oazis Negev Plus קהילות יזמות…,מחקר,public,https://bgu.ac.il/yazamut360/researchers/he
research_centers_innovation,מרכזי המחקר שלנו,מרכזי המחקר שלנו,מחקר בבן-גוריון מרכזי המחקר שלנו מרכזי המחקר שלנו קטלוג מרכזי המחקר עוד מחקר מרכזים ומכונים סינון לפי: ניקוי תחומי מחקר 40 מרכזי מחקר מולטי-דיסציפלינרי המרכז לאנרגיה…,"מחקר, מרכזי מחקר",public,https://bgu.ac.il/research-at-bgu/catalog
scholarships_financial_aid,הפסקת לימודים וביטול הרשמה,הפסקת לימודים וביטול הרשמה,למועמדים ולמועמדות שכר לימוד ותשלומים הפסקת לימודים וביטול הרשמה הפסקת לימודים וביטול הרשמה תקנון הפסקת לימודים וביטול הרשמה ​ תקנון הפסקת לימודים וביטול הרשמה כללי…,"מלגות/תשלומים, שכר לימוד, תשלומים, הרשמה",public,https://bgu.ac.il/welcome/payments-lobby/studies-cessation
scholarships_financial_aid,לובי מלגות לתארים מתקדמים,לובי מלגות לתארים מתקדמים,למועמדים ולמועמדות מלגות ופרסים לתארים מתקדמים מלגות ופרסים לתארים מתקדמים איזו מלגה מתאימה לכם | סוגי מלגות באוניברסיטת בן-גוריון בנגב דוקטורט בתר-דוקטורט תואר ראשון…,"מלגות/תשלומים, מלגות, תואר ראשון, תואר שני, דוקטורט",public,https://bgu.ac.il/welcome/ma/scholarship
scholarships_financial_aid,מדריך לפיצול שוברים באינטרנט,מדריך לפיצול שוברים באינטרנט,למועמדים ולמועמדות שכר לימוד ותשלומים מימוש חלקי מפיקדון לתשלום שנתי מראש - מדריך לפיצול שוברים באינטרנט מימוש חלקי מפיקדון לתשלום שנתי מראש - מדריך לפיצול שוברים…,"מלגות/תשלומים, שכר לימוד, תשלומים",public,https://bgu.ac.il/welcome/payments-lobby/payments-content/pikdonot
scholarships_financial_aid,מידע על שוברים,מידע על שוברים,"למועמדים ולמועמדות שכר לימוד ותשלומים מועדי תשלום ואמצעי תשלום מקובלים מועדי תשלום ואמצעי תשלום מקובלים איך משלמים שוברים, אמצעי תשלום, אופן פריסת התשלום תשלום שוברים -…","מלגות/תשלומים, שכר לימוד, תשלומים",public,https://bgu.ac.il/welcome/payments-lobby/payments-info
scholarships_financial_aid,מלגות לתואר ראשון באוניברסיטת בן-גוריון בנגב,מלגות לתואר ראשון באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות מלגות לימודים לתואר ראשון ב-BGU מלגות לימודים לתואר ראשון ב-BGU כל סטודנט וסטודנטית בבן-גוריון יכולים ליהנות ממלגה | אנו מציעים מלגות סיוע כספי על…,"מלגות/תשלומים, מלגות, תואר ראשון",public,https://bgu.ac.il/welcome/ba/scholarship-lobby
scholarships_financial_aid,מלגות לתלמידי ותלמידות מחקר,מלגות לתלמידי ותלמידות מחקר,"למועמדים ולמועמדות מלגות לתלמידי ותלמידות מחקר מקורות מידע בנוגע למלגות כללי המלגות האוניברסיטאיים מלגות מטעם הפקולטות והמחלקות מלגות בי""ס קרייטמן לדוקטורנטים","מלגות/תשלומים, מלגות, דוקטורט, מחקר",public,https://bgu.ac.il/welcome/contents/after-admission/advancedscholars
scholarships_financial_aid,סידור תשלומים קדם-אקדמי,סידור תשלומים קדם-אקדמי,"למועמדים ולמועמדות שכר לימוד ותשלומים סידור תשלומים קדם-אקדמי סידור תשלומים קדם-אקדמי כל המידע שצריך לדעת על שכר לימוד, תשלומים, ופעולות תשלום באיזור האישי תעריפים (נכון…","מלגות/תשלומים, שכר לימוד, תשלומים, הרשמה",public,https://bgu.ac.il/welcome/payments-lobby/pre_payments
scholarships_financial_aid,סידור תשלומים תואר שלישי,סידור תשלומים תואר שלישי,"למועמדים ולמועמדות שכר לימוד ותשלומים סידור תשלומים תואר שלישי סידור תשלומים תואר שלישי כל המידע שצריך לדעת על שכר לימוד, תשלומים, ופעולות תשלום באיזור האישי תעריפים…","מלגות/תשלומים, שכר לימוד, תשלומים, הרשמה",public,https://bgu.ac.il/welcome/payments-lobby/doc_payments
scholarships_financial_aid,"פטורים, הכרות, מימונים ומלגות","פטורים, הכרות, מימונים ומלגות","למועמדים ולמועמדות שכר לימוד ותשלומים פטורים, הכרות, מימונים ומלגות פטורים, הכרות, מימונים ומלגות סטודנטיות וסטודנטים ממומנים פטורים והכרות סטודנטיות וסטודנטים ממומנים…","מלגות/תשלומים, מלגות, שכר לימוד",public,https://bgu.ac.il/welcome/payments-lobby/exemptions-recognition-funding-scholarships
scholarships_financial_aid,ריבית והפרשי הצמדה,ריבית והפרשי הצמדה,למועמדים ולמועמדות שכר לימוד ותשלומים ריבית והפרשי הצמדה ריבית והפרשי הצמדה הפרשי הצמדה לשכר לימוד ונלווים הפרשי הצמדה לשכר לימוד ונלווים שכר הלימוד האוניברסיטאי צמוד…,"מלגות/תשלומים, שכר לימוד, תשלומים",public,https://bgu.ac.il/welcome/payments-lobby/interest
scholarships_financial_aid,שכר לימוד ותשלומים,שכר לימוד ותשלומים,"למועמדים ולמועמדות שכר לימוד ותשלומים שכר לימוד ותשלומים כל המידע שצריך לדעת על שכר לימוד, תשלומים, ופעולות תשלום באיזור האישי כל הפעולות במקום אחד כניסה לאזור האישי שלך…","מלגות/תשלומים, שכר לימוד, תשלומים",public,https://bgu.ac.il/welcome/payments-lobby
staff_faculty_careers,קישורים שימושיים לחברי וחברות הסגל באוניברסיטת בן-גוריון בנגב,קישורים שימושיים לחברי וחברות הסגל באוניברסיטת בן-גוריון בנג,"מידע שימושי לסגל האוניברסיטה מידע שימושי לסגל האוניברסיטה הפורטל הבן-גוריוני חברות וחברי סגל יקרים, כחלק ממעבר לתשתית דיגיטלית חדשה ומתקדמת, תהליך ההסבה של התכנים אל…","סגל/קריירה, סגל",login_required,https://bgu.ac.il/faculty-lobby
staff_faculty_careers,קריירה ומשרות פתוחות באוניברסיטת בן-גוריון בנגב,קריירה ומשרות פתוחות באוניברסיטת בן-גוריון בנגב,קריירה באוניברסיטת בן-גוריון בנגב קריירה באוניברסיטת בן-גוריון בנגב ​​​​​אוניברסיטת בן-גוריון בנגב מצרפת לשורותיה בכל שנה את החוקרות והחוקרים המעולים ביותר ומגייסת…,"סגל/קריירה, קריירה, משרות",public,https://bgu.ac.il/recruitment
systems_and_login,BGU_TITLE - מחשבונים למועמדים,BGU_TITLE - מחשבונים למועמדים,BGU_TITLE - מחשבונים למועמדים,"מערכות, מערכת",public,https://bgu4u.bgu.ac.il/html/average_calc/index.php
systems_and_login,welcome page,welcome page,אזור אישי למועמדים ולמועמדות מספר זהות (ערך נדרש) המשך בעיה בכניסה למערכת | נשמח לעזור כאן הצהרת נגישותהצהרת פרטיות,"מערכות, מערכת, התחברות",public,https://bgu4u22.bgu.ac.il/apex/10g/r/kioskinfo/login
systems_and_login,welcome page,welcome page,אזור אישי למועמדים ולמועמדות מספר זהות (ערך נדרש) המשך בעיה בכניסה למערכת | נשמח לעזור כאן הצהרת נגישותהצהרת פרטיות,"מערכות, מערכת, התחברות",public,https://bgu4u22.bgu.ac.il/apex/10g/r/newlogin/login
systems_and_login,אוניברסיטת בן-גוריון בנגב - מערכת אישורים בתשלום<br> מסך הזדהות,אוניברסיטת בן-גוריון בנגב - מערכת אישורים בתשלום<br> מסך הזד,אוניברסיטת בן-גוריון בנגב - מערכת אישורים בתשלום<br> מסך הזדהות,"מערכות, תשלומים, אישורים, מערכת",login_required,https://bgu4u.bgu.ac.il/pls/scwp/!app.gate?app=wsn
systems_and_login,אוניברסיטת בן-גוריון בנגב - קובץ הקורסים,אוניברסיטת בן-גוריון בנגב - קובץ הקורסים,אוניברסיטת בן-גוריון בנגב - קובץ הקורסים,"מערכות, מערכת",public,https://bgu4u.bgu.ac.il/pls/scwp/!app.gate?app=ann
systems_and_login,מסך הזדהות,מסך הזדהות,שירותי מידע לסטודנטים שם משתמש סיסמה מספר זהות כניסה שכחתי ססמה הצהרת נגישות הצהרת פרטיות,"מערכות, מערכת",login_required,https://bgu4u22.bgu.ac.il/apex/f?p=1004%3A101%3A%3A%3A%3A%3A%3A
systems_and_login,מסך הזדהות,מסך הזדהות,ראשי *שם משתמש (Value Required) *סיסמה (Value Required) *מספר זהות (Value Required) כניסה למערכת דרישות מערכת והמלצות שימוש שכחתי סיסמה,"מערכות, מערכת",login_required,https://bgu4u22.bgu.ac.il/apex/f?p=114%3A101
systems_and_login,מסך הזדהות,מסך הזדהות,שירותי מידע לסטודנטים שם משתמש סיסמה מספר זהות כניסה שכחתי ססמה הצהרת נגישות הצהרת פרטיות,"מערכות, מערכת, התחברות",login_required,https://bgu4u22.bgu.ac.il/apex/f?p=104%3ALOGIN_DESKTOP
systems_and_login,מסך הזדהות,מסך הזדהות,שירותי מידע לסטודנטים שם משתמש סיסמה מספר זהות כניסה שכחתי ססמה הצהרת נגישות הצהרת פרטיות,"מערכות, מערכת",login_required,https://bgu4u.bgu.ac.il/pls/apex/f
systems_and_login,מסך הזדהות,מסך הזדהות,ראשי שם משתמש (Value Required) סיסמה (Value Required) מספר זהות (Value Required) Login דרישות מערכת והמלצות שימוש שכחתי סיסמה,"מערכות, מערכת, התחברות",login_required,https://bgu4u22.bgu.ac.il/apex/f?p=110%3A22%3A%3A%3A%3A%3A%3A
systems_and_login,מסך הזדהות,מסך הזדהות,ראשי *שם משתמש (Value Required) *סיסמה (Value Required) *מספר זהות (Value Required) כניסה למערכת דרישות מערכת והמלצות שימוש שכחתי סיסמה,"מערכות, מערכת",login_required,https://bgu4u22.bgu.ac.il/apex/f?p=114%3A101%3A3000605279561
